source,target,score_1,score_2,editor_1,editor_2,aligner,agreement,final_score
Вы,он,0,0,E3,E4,e,1,0
благородие,говорит,0,0,E3,E4,e,1,0
браво,правы,0,0,E3,E4,e&a,1,0
с,к,0,0,E3,E4,e,1,0
совершено,Ольгу,0,0,E3,E4,e,1,0
остановившеюся,остановившейся,0,0,E3,E4,e&a,1,0
долю,уходит,0,0,E3,E4,e,1,0
наехал,встретил,0,0,E3,E4,e&a,1,0
такой,такая,0,0,E3,E4,e&a,1,0
лице,обняла,0,0,E3,E4,e,1,0
жизнь,жизнью,0,0,E3,E4,e&a,1,0
бы,меня,0,0,E3,E4,e,1,0
стали,стало,0,0,E3,E4,e&a,1,0
Да,Это,0,0,E3,E4,e&a,1,0
правил,правила,0,0,E3,E4,e&a,1,0
просите,чтобы,0,0,E3,E4,e,1,0
сидела,была,0,0,E3,E4,e&a,1,0
часто,Няня,0,0,E3,E4,e,1,0
Стамбула,входить,0,0,E3,E4,e,1,0
божусь,этобыла,0,0,E3,E4,e,1,0
я,могу,0,0,E3,E4,e,1,0
софистика,любит,0,0,E3,E4,e,1,0
смотря,смотрит,0,0,E3,E4,e&a,1,0
привычку,смешным,0,0,E3,E4,e,1,0
повзрослеет,станут,0,0,E3,E4,e&a,1,0
Мать,у,0,0,E3,E4,e,1,0
будьте,благодарю,0,0,E3,E4,e,1,0
связано,за,0,0,E3,E4,e,1,0
в,без,0,0,E3,E4,e,1,0
не,нему,0,0,E3,E4,e,1,0
английского,Стамбул,0,0,E3,E4,e,1,0
живостию,живостью,0,0,E3,E4,e&a,1,0
могила,вы,0,0,E3,E4,e,1,0
Вроде,Стало,0,0,E3,E4,e&a,1,0
государь,он,0,0,E3,E4,e&a,1,0
французски,французском,0,0,E3,E4,e&a,1,0
бы,похоже,0,0,E3,E4,e,1,0
Не,Трудно,0,0,E3,E4,e&a,1,0
Мне,Здесь,0,0,E3,E4,e&a,1,0
замолчал,повернулся,0,0,E3,E4,e&a,1,0
Что,Почему,0,0,E3,E4,e&a,1,0
о,я,0,0,E3,E4,e,1,0
осколки,Мизинова,0,0,E3,E4,e,1,0
Зиной,приехал,0,0,E3,E4,e,1,0
пакет,Письмо,0,0,E3,E4,e&a,1,0
ты,же,0,0,E3,E4,e&a,1,0
пассаж,изведение,0,0,E3,E4,e,1,0
журналистов,журналисты,0,0,E3,E4,e&a,1,0
проводила,сидели,0,0,E3,E4,e&a,1,0
новые,новых,0,0,E3,E4,e&a,1,0
Очень,была,0,0,E3,E4,e,1,0
крикнул,крикнула,0,0,E3,E4,e&a,1,0
сделать,быть,0,0,E3,E4,e&a,1,0
ямщиков,карты,0,0,E3,E4,e&a,1,0
достал,посмотрел,0,0,E3,E4,e&a,1,0
наелся,ел,0,0,E3,E4,e&a,1,0
за,все,0,0,E3,E4,e,1,0
не,слишком,0,0,E3,E4,e&a,1,0
это,всё,0,0,E3,E4,e&a,1,0
массой,сью,0,0,E3,E4,e,1,0
той,ту,0,0,E3,E4,e&a,1,0
оглянувшись,оглянулся,0,0,E3,E4,e&a,1,0
вернулся,посмотрел,0,0,E3,E4,e&a,1,0
трезвонили,жарко,0,0,E3,E4,e&a,1,0
колею,число,0,0,E3,E4,e&a,1,0
сумасшедшего,сумасшедшим,0,0,E3,E4,e&a,1,0
внимание,внимания,0,0,E3,E4,e&a,1,0
переулок,улок,0,0,E3,E4,e&a,1,0
появлялась,Урбенин,0,0,E3,E4,e,1,0
в,всю,0,0,E3,E4,e,1,0
Идеалистически,Скоро,0,0,E3,E4,e&a,1,0
Мизинов,телеграммой,0,0,E3,E4,e,1,0
меня,Я,0,0,E3,E4,e,1,0
впечатлениями,Ольгу,0,0,E3,E4,e,1,0
кареты,они,0,0,E3,E4,e&a,1,0
этого,Поэтому,0,0,E3,E4,e&a,1,0
университет,уни,0,0,E3,E4,e,1,0
мучать,мучить,0,0,E3,E4,e&a,1,0
с,над,0,0,E3,E4,e,1,0
повести,рыня,0,0,E3,E4,e,1,0
царить,царила,0,0,E3,E4,e&a,1,0
а,Расскажите,0,0,E3,E4,e,1,0
даже,себе,0,0,E3,E4,e,1,0
не,ни,0,0,E3,E4,e,1,0
ожиданиям,генерал,0,0,E3,E4,e,1,0
ничего,он,0,0,E3,E4,e,1,0
Что,Вы,0,0,E3,E4,e&a,1,0
Когда,это,0,0,E3,E4,e,1,0
одного,с,0,0,E3,E4,e,1,0
сами,вы,0,0,E3,E4,e,1,0
приключений,кабинетах,0,0,E3,E4,e&a,1,0
Вышло,Вышла,0,0,E3,E4,e&a,1,0
их,найти,0,0,E3,E4,e,1,0
со,В,0,0,E3,E4,e,1,0
думают,нашей,0,0,E3,E4,e,1,0
невинною,невинной,0,0,E3,E4,e&a,1,0
отсутствие,невнимание,0,0,E3,E4,e&a,1,0
красивою,красивой,0,0,E3,E4,e&a,1,0
вздохнул,ответил,0,0,E3,E4,e&a,1,0
возвели,согласна,0,0,E3,E4,e&a,1,0
угадаю,правильно,0,0,E3,E4,e,1,0
честь,цель,0,0,E3,E4,e&a,1,0
многосемейного,семи,0,0,E3,E4,e&a,1,0
рассудил,смешно,0,0,E3,E4,e&a,1,0
Свежее,Cвежее,0,0,E3,E4,e&a,1,0
гневался,бумаги,0,0,E3,E4,e,1,0
шампанского,шампанское,0,0,E3,E4,e&a,1,0
еще,сейчас,0,0,E3,E4,e&a,1,0
с,ищет,0,0,E3,E4,e,1,0
милость,может,0,0,E3,E4,e,1,0
содержанием,письме,0,0,E3,E4,e,1,0
мальчишке,мальчику,0,0,E3,E4,e&a,1,0
положение,пришли,0,0,E3,E4,e,1,0
папироску,папиросу,0,0,E3,E4,e&a,1,0
войной,войну,0,0,E3,E4,e&a,1,0
мил,некрасивым,0,0,E3,E4,e,1,0
день,днём,0,0,E3,E4,e,1,0
слову,Суслик,0,0,E3,E4,e,1,0
террористом,террористы,0,0,E3,E4,e&a,1,0
прохожий,человек,0,0,E3,E4,e&a,1,0
подернувший,покрывавший,0,0,E3,E4,e&a,1,0
машину,изменять,0,0,E3,E4,e,1,0
выкинул,появилась,0,0,E3,E4,e&a,1,0
виделось,было,0,0,E3,E4,e&a,1,0
это,можешь,0,0,E3,E4,e,1,0
прохладно,открыты,0,0,E3,E4,e&a,1,0
произведён,старшим,0,0,E3,E4,e,1,0
Сии,Эти,0,0,E3,E4,e,1,0
—,горло,0,0,E3,E4,e,1,0
законе,закон,0,0,E3,E4,e&a,1,0
невиданно,обратился,0,0,E3,E4,e,1,0
делал,не,0,0,E3,E4,e,1,0
длинную,ямы,0,0,E3,E4,e&a,1,0
провели,вели,0,0,E3,E4,e,1,0
опасаясь,потому,0,0,E3,E4,e,1,0
был,ехал,0,0,E3,E4,e&a,1,0
платить,села,0,0,E3,E4,e,1,0
однако,но,0,0,E3,E4,e&a,1,0
без,с,0,0,E3,E4,e,1,0
и,там,0,0,E3,E4,e,1,0
первым,первого,0,0,E3,E4,e&a,1,0
кто,Что,0,0,E3,E4,e&a,1,0
и,он,0,0,E3,E4,e,1,0
Смеется,готворны,0,0,E3,E4,e,1,0
звук,Звуки,0,0,E3,E4,e&a,1,0
записочку,записку,0,0,E3,E4,e&a,1,0
везти,болеть,0,0,E3,E4,e,1,0
о,на,0,0,E3,E4,e,1,0
2,два,0,0,E3,E4,e,1,0
После,Потом,0,0,E3,E4,e&a,1,0
смущенною,смущённой,0,0,E3,E4,e&a,1,0
позволите,весь,0,0,E3,E4,e,1,0
Сергей,брат,0,0,E3,E4,e&a,1,0
ведра,продолжался,0,0,E3,E4,e,1,0
старик,слуга,0,0,E3,E4,e&a,1,0
графская,поднялись,0,0,E3,E4,e,1,0
Возвратясь,Вернувшись,0,0,E3,E4,e&a,1,0
направлениям,направ,0,0,E3,E4,e,1,0
видимому,наверное,0,0,E3,E4,e&a,1,0
брать,описывать,0,0,E3,E4,e&a,1,0
Может,такую,0,0,E3,E4,e,1,0
едешь,приехала,0,0,E3,E4,e&a,1,0
убийственным,ужасной,0,0,E3,E4,e&a,1,0
препроводил,проводилего,0,0,E3,E4,e&a,1,0
А,Правда,0,0,E3,E4,e,1,0
Все,о,0,0,E3,E4,e,1,0
сказал,сказалкнязь,0,0,E3,E4,e,1,0
Ставлю,меня,0,0,E3,E4,e&a,1,0
может,—,0,0,E3,E4,e,1,0
интервью,сказки,0,0,E3,E4,e&a,1,0
приводили,приводило,0,0,E3,E4,e&a,1,0
не,продолжал,0,0,E3,E4,e,1,0
приподнял,посмотрел,0,0,E3,E4,e&a,1,0
не,с,0,0,E3,E4,e,1,0
ведь,же,0,0,E3,E4,e,1,0
скажешь,не,0,0,E3,E4,e,1,0
участие,на,0,0,E3,E4,e,1,0
прошло,ждал,0,0,E3,E4,e&a,1,0
стоило,стоит,0,0,E3,E4,e&a,1,0
из,среди,0,0,E3,E4,e&a,1,0
лицо,не,0,0,E3,E4,e,1,0
вызывает,мужском,0,0,E3,E4,e,1,0
подозрение,вызывать,0,0,E3,E4,e,1,0
сконфуженность,поведение,0,0,E3,E4,e&a,1,0
Лев,Потом,0,0,E3,E4,e,1,0
этих,следующих,0,0,E3,E4,e&a,1,0
чиновником,Гуров,0,0,E3,E4,e,1,0
отцовское,отцовские,0,0,E3,E4,e&a,1,0
хотела,хоте,0,0,E3,E4,e&a,1,0
Александровичу,Александрович,0,0,E3,E4,e&a,1,0
весь,вся,0,0,E3,E4,e&a,1,0
Я,А,0,0,E3,E4,e,1,0
за,зачем,0,0,E3,E4,e&a,1,0
открытою,открытым,0,0,E3,E4,e&a,1,0
мы,вы,0,0,E3,E4,e&a,1,0
я,конечно,0,0,E3,E4,e,1,0
не,за,0,0,E3,E4,e,1,0
заест,то,0,0,E3,E4,e,1,0
приехал,приехала,0,0,E3,E4,e&a,1,0
—,Сначала,0,0,E3,E4,e,1,0
здесь,здесьне,0,0,E3,E4,e&a,1,0
стуле,шляпе,0,0,E3,E4,e&a,1,0
судеб,графа,0,0,E3,E4,e,1,0
Докторстучит,стучит,0,0,E3,E4,e&a,1,0
замечательный,известный,0,0,E3,E4,e&a,1,0
последнего,последних,0,0,E3,E4,e&a,1,0
расстаться,убить,0,0,E3,E4,e&a,1,0
возможности,две,0,0,E3,E4,e,1,0
нему,него,0,0,E3,E4,e&a,1,0
жадностью,интересом,0,0,E3,E4,e&a,1,0
умышленно,тех,0,0,E3,E4,e,1,0
увеселения,Вронских,0,0,E3,E4,e,1,0
представляется,старухе,0,0,E3,E4,e,1,0
глубокое,жалость,0,0,E3,E4,e,1,0
собачка,собака,0,0,E3,E4,e&a,1,0
остроумнейших,своих,0,0,E3,E4,e,1,0
залу,зал,0,0,E3,E4,e&a,1,0
русский,такрусский,0,0,E3,E4,e&a,1,0
вершка,сантиметров,0,0,E3,E4,e,1,0
закрыв,закрывает,0,0,E3,E4,e&a,1,0
азиатский,азиатском,0,0,E3,E4,e&a,1,0
Петр,спросил,0,0,E3,E4,e,1,0
кругом,везде,0,0,E3,E4,e,1,0
всегда,Не,0,0,E3,E4,e,1,0
шпион,Убедился,0,0,E3,E4,e,1,0
как,плохие,0,0,E3,E4,e,1,0
правилам,правила,0,0,E3,E4,e&a,1,0
не,вас,0,0,E3,E4,e,1,0
до,и,0,0,E3,E4,e,1,0
стол,Сергей,0,0,E3,E4,e,1,0
Лебедев,Лебедеву,0,0,E3,E4,e&a,1,0
право,правда,0,0,E3,E4,e&a,1,0
проездом,приезжала,0,0,E3,E4,e&a,1,0
пожаловать,васпожаловать,0,0,E3,E4,e&a,1,0
бриллиантовый,своё,0,0,E3,E4,e&a,1,0
мертв,леди,0,0,E3,E4,e,1,0
выучилась,выучила,0,0,E3,E4,e&a,1,0
не,ничего,0,0,E3,E4,e,1,0
Чем,как,0,0,E3,E4,e&a,1,0
Епанчиным,Епанчиными,0,0,E3,E4,e&a,1,0
встали,Кричать,0,0,E3,E4,e,1,0
щенков,фильмов,0,0,E3,E4,e,1,0
Чрез,Через,0,0,E3,E4,e&a,1,0
бабушкиного,слушался,0,0,E3,E4,e,1,0
прекращаете,прекратили,0,0,E3,E4,e&a,1,0
поспешно,красоту,0,0,E3,E4,e,1,0
стороне,сторону,0,0,E3,E4,e&a,1,0
духом,интерес,0,0,E3,E4,e,1,0
рассмеялась,выстрелил,0,0,E3,E4,e&a,1,0
относилась,спать,0,0,E3,E4,e,1,0
Очень,Это,0,0,E3,E4,e&a,1,0
перегибаясь,увидя,0,0,E3,E4,e&a,1,0
доверять,верить,0,0,E3,E4,e&a,1,0
видел,понимать,0,0,E3,E4,e,1,0
придвигая,взяв,0,0,E3,E4,e&a,1,0
стороны,изобрази,0,0,E3,E4,e,1,0
попросит,просить,0,0,E3,E4,e&a,1,0
она,ты,0,0,E3,E4,e&a,1,0
же,а,0,0,E3,E4,e,1,0
болонок,лошадок,0,0,E3,E4,e&a,1,0
поздоровится,будет,0,0,E3,E4,e&a,1,0
видеть,видетьто,0,0,E3,E4,e&a,1,0
ожидал,вышел,0,0,E3,E4,e&a,1,0
говорить,емуговорить,0,0,E3,E4,e&a,1,0
новый,бойни,0,0,E3,E4,e&a,1,0
ведь,и,0,0,E3,E4,e,1,0
рабочих,работников,0,0,E3,E4,e&a,1,0
квадрат,заполняется,0,0,E3,E4,e,1,0
жили,Жить,0,0,E3,E4,e,1,0
подала,рассматривала,0,0,E3,E4,e&a,1,0
уровнять,уравнять,0,0,E3,E4,e&a,1,0
шкапу,шкаф,0,0,E3,E4,e&a,1,0
пренебрегать,дорожить,0,0,E3,E4,e&a,1,0
пальца,кольца,0,0,E3,E4,e&a,1,0
поехали,поехать,0,0,E3,E4,e&a,1,0
и,Вопросы,0,0,E3,E4,e,1,0
как,какой,0,0,E3,E4,e&a,1,0
устремленными,быть,0,0,E3,E4,e,1,0
недоставало,было,0,0,E3,E4,e&a,1,0
наймите,наймёте,0,0,E3,E4,e&a,1,0
бы,была,0,0,E3,E4,e,1,0
она,Кити,0,0,E3,E4,e,1,0
крыльцо,комнате,0,0,E3,E4,e,1,0
какие,остаётся,0,0,E3,E4,e,1,0
Пришёл,отдохнул,0,0,E3,E4,e&a,1,0
это,его,0,0,E3,E4,e&a,1,0
всю,весь,0,0,E3,E4,e&a,1,0
вы,—,0,0,E3,E4,e,1,0
Посудите,вами,0,0,E3,E4,e,1,0
Варвара,клуб,0,0,E3,E4,e,1,0
обќяснить,сто,0,0,E3,E4,e,1,0
выговорил,спросил,0,0,E3,E4,e&a,1,0
салоне,нею,0,0,E3,E4,e&a,1,0
бежать,наперегонки,0,0,E3,E4,e,1,0
влияния,сией,0,0,E3,E4,e,1,0
тюремный,тюрьму,0,0,E3,E4,e&a,1,0
издержанных,потратил,0,0,E3,E4,e&a,1,0
изо,выполнять,0,0,E3,E4,e,1,0
стоит,часа,0,0,E3,E4,e,1,0
назначено,платить,0,0,E3,E4,e,1,0
На,я,0,0,E3,E4,e,1,0
сами,удивило,0,0,E3,E4,e,1,0
в,около,0,0,E3,E4,e,1,0
правую,правая,0,0,E3,E4,e&a,1,0
Панчулидзев,Панчулидзева,0,0,E3,E4,e&a,1,0
подумать,последние,0,0,E3,E4,e,1,0
шесть,6,0,0,E3,E4,e,1,0
там,Бланка,0,0,E3,E4,e,1,0
зеванья,звуку,0,0,E3,E4,e,1,0
можно,будет,0,0,E3,E4,e&a,1,0
относительно,с,0,0,E3,E4,e,1,0
Почем,не,0,0,E3,E4,e,1,0
Бетси,она,0,0,E3,E4,e,1,0
не,должен,0,0,E3,E4,e,1,0
ехала,ехали,0,0,E3,E4,e&a,1,0
на,к,0,0,E3,E4,e,1,0
не,просто,0,0,E3,E4,e,1,0
раздобыть,доказательства,0,0,E3,E4,e,1,0
торжество,свою,0,0,E3,E4,e&a,1,0
здесь,тут,0,0,E3,E4,e&a,1,0
ощутить,ощу,0,0,E3,E4,e&a,1,0
спасенье,спасение,0,0,E3,E4,e&a,1,0
себя,его,0,0,E3,E4,e,1,0
из,к,0,0,E3,E4,e,1,0
где,—,0,0,E3,E4,e,1,0
человеку,человек,0,0,E3,E4,e&a,1,0
а,где,0,0,E3,E4,e,1,0
ездоков,человека,0,0,E3,E4,e&a,1,0
увлечен,обещала,0,0,E3,E4,e,1,0
как,совсем,0,0,E3,E4,e,1,0
ли,это,0,0,E3,E4,e,1,0
счёты,счета,0,0,E3,E4,e&a,1,0
себе,родилось,0,0,E3,E4,e,1,0
Урбенин,Ольга,0,0,E3,E4,e,1,0
—,не,0,0,E3,E4,e,1,0
Ирину,обеих,0,0,E3,E4,e,1,0
любезность,помощь,0,0,E3,E4,e,1,0
вдруг,потом,0,0,E3,E4,e,1,0
живо,единственным,0,0,E3,E4,e,1,0
преступною,преступной,0,0,E3,E4,e&a,1,0
пришло,вспомнил,0,0,E3,E4,e,1,0
ногу,она,0,0,E3,E4,e,1,0
дом,улицу,0,0,E3,E4,e&a,1,0
она,всё,0,0,E3,E4,e,1,0
и,Она,0,0,E3,E4,e,1,0
мы,только,0,0,E3,E4,e,1,0
прошел,поспешнопрошёл,0,0,E3,E4,e&a,1,0
сих,приказчику,0,0,E3,E4,e,1,0
не,очень,0,0,E3,E4,e&a,1,0
по,от,0,0,E3,E4,e,1,0
вспомним,вспомните,0,0,E3,E4,e&a,1,0
завещание,получила,0,0,E3,E4,e&a,1,0
даром,результата,0,0,E3,E4,e&a,1,0
спускаясь,спускались,0,0,E3,E4,e&a,1,0
против,У,0,0,E3,E4,e,1,0
—,Расскажите,0,0,E3,E4,e,1,0
С,Со,0,0,E3,E4,e,1,0
Лебедева,наших,0,0,E3,E4,e,1,0
по,о,0,0,E3,E4,e,1,0
прощай,Оля,0,0,E3,E4,e,1,0
помогли,Даже,0,0,E3,E4,e&a,1,0
обещалась,обещала,0,0,E3,E4,e&a,1,0
ничем,Твойдом,0,0,E3,E4,e,1,0
инакомыслящих,оружие,0,0,E3,E4,e,1,0
крайней,крайнеймере,0,0,E3,E4,e&a,1,0
тяжело,прошла,0,0,E3,E4,e,1,0
смягчил,французски,0,0,E3,E4,e,1,0
сыру,сыра,0,0,E3,E4,e&a,1,0
хорошеньким,ругай,0,0,E3,E4,e,1,0
мою,моей,0,0,E3,E4,e&a,1,0
своему,молитву,0,0,E3,E4,e,1,0
отдел,штурме,0,0,E3,E4,e,1,0
туда,ним,0,0,E3,E4,e,1,0
вернетесь,баронессы,0,0,E3,E4,e,1,0
французская,французский,0,0,E3,E4,e&a,1,0
с,со,0,0,E3,E4,e,1,0
кучера,для,0,0,E3,E4,e,1,0
явно,открыто,0,0,E3,E4,e&a,1,0
почитать,считать,0,0,E3,E4,e&a,1,0
всегда,почув,0,0,E3,E4,e,1,0
Я,очень,0,0,E3,E4,e,1,0
госпожа,рассказывать,0,0,E3,E4,e,1,0
ского,Московского,0,0,E3,E4,e&a,1,0
маялся,вне,0,0,E3,E4,e,1,0
душе,душу,0,0,E3,E4,e&a,1,0
неважною,неважной,0,0,E3,E4,e&a,1,0
подаёт,дал,0,0,E3,E4,e,1,0
Верное,протянул,0,0,E3,E4,e,1,0
корчаг,бельё,0,0,E3,E4,e&a,1,0
я,мне,0,0,E3,E4,e,1,0
закрывай,закрыть,0,0,E3,E4,e&a,1,0
возглавил,судьбой,0,0,E3,E4,e,1,0
советник,советника,0,0,E3,E4,e&a,1,0
мне,сразу,0,0,E3,E4,e,1,0
в,но,0,0,E3,E4,e,1,0
членов,член,0,0,E3,E4,e&a,1,0
торгует,покупает,0,0,E3,E4,e&a,1,0
уходить,уйти,0,0,E3,E4,e&a,1,0
Подбежала,хозяина,0,0,E3,E4,e,1,0
стороне,стороны,0,0,E3,E4,e&a,1,0
просидит,Этого,0,0,E3,E4,e,1,0
соседству,ужина,0,0,E3,E4,e,1,0
вышло,вас,0,0,E3,E4,e,1,0
позитивной,выражение,0,0,E3,E4,e,1,0
у,Это,0,0,E3,E4,e,1,0
когда,если,0,0,E3,E4,e,1,0
обращая,обратила,0,0,E3,E4,e&a,1,0
Немецкой,мецкой,0,0,E3,E4,e&a,1,0
Ну,оно,0,0,E3,E4,e&a,1,0
услышать,слышать,0,0,E3,E4,e&a,1,0
поумнее,умнее,0,0,E3,E4,e&a,1,0
руки,обществом,0,0,E3,E4,e,1,0
становилась,неожиданно,0,0,E3,E4,e,1,0
влюблен,лён,0,0,E3,E4,e&a,1,0
говорит,ворит,0,0,E3,E4,e&a,1,0
потрясло,было,0,0,E3,E4,e&a,1,0
вечер,вечере,0,0,E3,E4,e&a,1,0
он,уж,0,0,E3,E4,e,1,0
барина,помнит,0,0,E3,E4,e,1,0
ответил,играл,0,0,E3,E4,e&a,1,0
подумал,Фандорину,0,0,E3,E4,e,1,0
этой,этого,0,0,E3,E4,e&a,1,0
Клеопатра,Клеопатру,0,0,E3,E4,e&a,1,0
белый,белая,0,0,E3,E4,e&a,1,0
никогда,навсегда,0,0,E3,E4,e,1,0
меня,мне,0,0,E3,E4,e&a,1,0
ведать,спросил,0,0,E3,E4,e,1,0
держать,терпеть,0,0,E3,E4,e,1,0
почитали,считали,0,0,E3,E4,e&a,1,0
Мы,Потому,0,0,E3,E4,e,1,0
потрогать,погулять,0,0,E3,E4,e&a,1,0
новых,выборов,0,0,E3,E4,e,1,0
Эраст,Эраста,0,0,E3,E4,e&a,1,0
сани,внизу,0,0,E3,E4,e,1,0
Хороши,Хорошо,0,0,E3,E4,e&a,1,0
он,сказал,0,0,E3,E4,e,1,0
допили,допилисвоё,0,0,E3,E4,e&a,1,0
на,над,0,0,E3,E4,e&a,1,0
графской,графскую,0,0,E3,E4,e&a,1,0
я,потому,0,0,E3,E4,e,1,0
признаки,самой,0,0,E3,E4,e,1,0
цивильный,он,0,0,E3,E4,e,1,0
допускаю,месяц,0,0,E3,E4,e,1,0
деньгами,денег,0,0,E3,E4,e&a,1,0
он,Я,0,0,E3,E4,e,1,0
Фандориным,Фандорин,0,0,E3,E4,e&a,1,0
Приехали,Приехал,0,0,E3,E4,e&a,1,0
все,Я,0,0,E3,E4,e,1,0
мое,сильно,0,0,E3,E4,e,1,0
шли,шла,0,0,E3,E4,e&a,1,0
при,за,0,0,E3,E4,e,1,0
А,был,0,0,E3,E4,e,1,0
забот,ками,0,0,E3,E4,e,1,0
нахмурившись,печально,0,0,E3,E4,e,1,0
невыносимую,сделать,0,0,E3,E4,e,1,0
это,Я,0,0,E3,E4,e,1,0
девала,знакомых,0,0,E3,E4,e,1,0
наш,тот,0,0,E3,E4,e&a,1,0
рост,роста,0,0,E3,E4,e&a,1,0
Правильно,Итак,0,0,E3,E4,e&a,1,0
Но,он,0,0,E3,E4,e,1,0
приподнимался,Анну,0,0,E3,E4,e,1,0
темнела,была,0,0,E3,E4,e,1,0
мадемуазель,спрыг,0,0,E3,E4,e&a,1,0
черт,папка,0,0,E3,E4,e&a,1,0
чему,Почему,0,0,E3,E4,e&a,1,0
сам,об,0,0,E3,E4,e,1,0
него,льва,0,0,E3,E4,e,1,0
он,эти,0,0,E3,E4,e,1,0
предложил,налил,0,0,E3,E4,e&a,1,0
издержали,потратили,0,0,E3,E4,e&a,1,0
была,было,0,0,E3,E4,e&a,1,0
университета,университет,0,0,E3,E4,e&a,1,0
Что,Надо,0,0,E3,E4,e&a,1,0
не,нет,0,0,E3,E4,e&a,1,0
жениться,ниться,0,0,E3,E4,e&a,1,0
великого,свой,0,0,E3,E4,e,1,0
вздохом,приходи,0,0,E3,E4,e&a,1,0
розовая,котором,0,0,E3,E4,e,1,0
акцентом,Ахтырцева,0,0,E3,E4,e,1,0
обозначить,сказать,0,0,E3,E4,e&a,1,0
раскаяние,пещере,0,0,E3,E4,e,1,0
неверностей,мужа,0,0,E3,E4,e,1,0
картина,полный,0,0,E3,E4,e,1,0
убеждал,дружить,0,0,E3,E4,e&a,1,0
знакомая,к,0,0,E3,E4,e,1,0
она,да,0,0,E3,E4,e,1,0
разговор,брак,0,0,E3,E4,e&a,1,0
Полинялые,Старые,0,0,E3,E4,e&a,1,0
звенящим,Варя,0,0,E3,E4,e,1,0
трижды,плюс,0,0,E3,E4,e,1,0
британскую,британский,0,0,E3,E4,e&a,1,0
более,время,0,0,E3,E4,e&a,1,0
удостовериться,поверить,0,0,E3,E4,e&a,1,0
роз,гроты,0,0,E3,E4,e,1,0
недовольство,недоволен,0,0,E3,E4,e&a,1,0
выступила,появилась,0,0,E3,E4,e&a,1,0
деньгами,были,0,0,E3,E4,e,1,0
масляные,масленые,0,0,E3,E4,e&a,1,0
резиденцию,Сергей,0,0,E3,E4,e,1,0
своих,объяснить,0,0,E3,E4,e,1,0
Миледи,леди,0,0,E3,E4,e&a,1,0
твой,тотвой,0,0,E3,E4,e&a,1,0
неуместен,чужим,0,0,E3,E4,e&a,1,0
уйти,не,0,0,E3,E4,e,1,0
мол,набережную,0,0,E3,E4,e&a,1,0
уезду,вас,0,0,E3,E4,e,1,0
Щербацкой,Щербацкая,0,0,E3,E4,e&a,1,0
Прикажете,Нет,0,0,E3,E4,e&a,1,0
бросила,удивляюсь,0,0,E3,E4,e,1,0
Мама,приведу,0,0,E3,E4,e,1,0
его,портрет,0,0,E3,E4,e&a,1,0
грозно,Казанзаки,0,0,E3,E4,e,1,0
по,только,0,0,E3,E4,e,1,0
неуместно,надо,0,0,E3,E4,e,1,0
Вот,она,0,0,E3,E4,e,1,0
еще,разрешил,0,0,E3,E4,e,1,0
мелкого,мел,0,0,E3,E4,e&a,1,0
Итак,Поэтому,0,0,E3,E4,e&a,1,0
бахчисарайский,стихи,0,0,E3,E4,e,1,0
тенистой,небольшом,0,0,E3,E4,e&a,1,0
был,было,0,0,E3,E4,e&a,1,0
на,дала,0,0,E3,E4,e,1,0
назначить,предлагали,0,0,E3,E4,e&a,1,0
него,Левина,0,0,E3,E4,e,1,0
мое,не,0,0,E3,E4,e,1,0
Безусловно,если,0,0,E3,E4,e,1,0
отпор,просто,0,0,E3,E4,e,1,0
могу,хотите,0,0,E3,E4,e,1,0
па,на,0,0,E3,E4,e&a,1,0
татарам,татары,0,0,E3,E4,e&a,1,0
офицеров,офицер,0,0,E3,E4,e&a,1,0
резко,тихо,0,0,E3,E4,e&a,1,0
самые,засмеялся,0,0,E3,E4,e,1,0
подумал,сказал,0,0,E3,E4,e&a,1,0
хорошенько,домой,0,0,E3,E4,e,1,0
Настенька,надевает,0,0,E3,E4,e,1,0
тащить,брать,0,0,E3,E4,e&a,1,0
Наумов,Нарумов,0,0,E3,E4,e&a,1,0
сорок,рок,0,0,E3,E4,e&a,1,0
на,чтобы,0,0,E3,E4,e&a,1,0
пристани,пришёл,0,0,E3,E4,e,1,0
иную,эту,0,0,E3,E4,e&a,1,0
неблагоприятные,всё,0,0,E3,E4,e,1,0
полы,вытер,0,0,E3,E4,e,1,0
ее,ей,0,0,E3,E4,e&a,1,0
церемониться,свободно,0,0,E3,E4,e,1,0
скупой,немного,0,0,E3,E4,e&a,1,0
доказал,вам,0,0,E3,E4,e,1,0
выводы,сначала,0,0,E3,E4,e&a,1,0
матери,мать,0,0,E3,E4,e&a,1,0
отдельно,маленьких,0,0,E3,E4,e,1,0
говорил,спешил,0,0,E3,E4,e&a,1,0
устроить,получится,0,0,E3,E4,e,1,0
единственною,единственной,0,0,E3,E4,e&a,1,0
ужасная,дело,0,0,E3,E4,e,1,0
повар,боятся,0,0,E3,E4,e,1,0
себе,старом,0,0,E3,E4,e,1,0
хотите,тите,0,0,E3,E4,e&a,1,0
нынче,сейчас,0,0,E3,E4,e&a,1,0
смешно,стыдно,0,0,E3,E4,e&a,1,0
могу,—,0,0,E3,E4,e,1,0
женится,нравится,0,0,E3,E4,e&a,1,0
стало,Поэтому,0,0,E3,E4,e,1,0
моим,егомоим,0,0,E3,E4,e&a,1,0
скрывает,всем,0,0,E3,E4,e,1,0
Василева,холодной,0,0,E3,E4,e,1,0
